colonia,alcaldia,latitud,longitud
TEPEACA,ALVARO OBREGON,19.35879,-99.23693
LOMAS DE CHAMONTOYA,LA MAGDALENA CONTRERAS,19.31374,-99.26735
SAN BUENAVENTURA,TLALPAN,19.28355,-99.16103
LOMAS DE CUILOTEPEC,TLALPAN,19.27013,-99.23224
AMPLIACION LA CONCHITA,TLAHUAC,19.23549,-99.00447
GRANJAS MEXICO,VENUSTIANO CARRANZA,19.40721,-99.08261
POTRERO DEL LLANO,TLAHUAC,19.23573,-98.99475
SANTA FE TLAYAPACA,ALVARO OBREGON,19.3587,-99.26055
PUEBLO SANTA FE,MIGUEL HIDALGO,19.39675,-99.22081
MARGARITA MAZA DE JUAREZ,ALVARO OBREGON,19.3814,-99.23598
PUEBLO SANTA LUCIA,CUAJIMALPA DE MORELOS,19.3513,-99.25927
AMPLIACION CASTILLO GRANDE,GUSTAVO A. MADERO,19.53719,-99.13672
ROCA DE CRISTAL,TLALPAN,19.27564,-99.18825
TECORRAL,TLALPAN,19.25894,-99.16609
CEHUAYA,ALVARO OBREGON,19.35979,-99.24303
BARRIO EL CALVARIO,XOCHIMILCO,19.22618,-99.10876
BARRIO CHAPULTEPEC,XOCHIMILCO,19.22054,-99.10806
ESCUELA DE TIRO,VENUSTIANO CARRANZA,19.43382,-99.11493
LI LEGISLATURA,GUSTAVO A. MADERO,19.48317,-99.09382
SAN ALVARO,MIGUEL HIDALGO,19.46079,-99.18853
ZACAMULPA,CUAJIMALPA DE MORELOS,19.35557,-99.32302
LA HUERTA,ALVARO OBREGON,19.3808,-99.23852
BARRIO SANTIAGO,NAN,19.31408,-98.96341
MANZANASTITLA,CUAJIMALPA DE MORELOS,19.36722,-99.29847
ALBARRADA,IZTAPALAPA,19.35806,-99.06817
PUEBLO SANTA CATARINA YECAHUIZOTL,TLAHUAC,19.31332,-98.97097
1RO DE MAYO,CUAJIMALPA DE MORELOS,19.33886,-99.32499
PUEBLO SAN LORENZO TEZONCO,TLAHUAC,19.30804,-99.05694
GENERAL IGNACIO ZARAGOZA,IZTACALCO,19.4091,-99.09683
BARRIO LA OTRA BANDA,COYOACAN,19.33678,-99.19034
AGRICULTURA,CUAUHTEMOC,19.45631,-99.16365
AGRICOLA PANTITLAN,VENUSTIANO CARRANZA,19.42083,-99.06368
LOMAS DE LA ERA,LA MAGDALENA CONTRERAS,19.31358,-99.26692
AMPLIACION VERACRUZANA,IZTAPALAPA,19.3496,-99.08922
BOSQUES DE TEPEXIMILPA,TLALPAN,19.27576,-99.18951
EL POLITOCO,ALVARO OBREGON,19.36363,-99.24508
TECALCAPA DEL PUEBLO TETELPAN,ALVARO OBREGON,19.34633,-99.22561
VALLE ESCONDIDO,XOCHIMILCO,19.27682,-99.14163
RINCON DEL PEDREGAL,ALVARO OBREGON,19.31098,-99.21907
PUEBLO SAN MATEO TLALTENANGO,ALVARO OBREGON,19.33662,-99.28393
EL TANQUE,ALVARO OBREGON,19.32703,-99.25037
VILLA CENTROAMERICANA,XOCHIMILCO,19.27754,-99.05065
BARRIO HUAUTLA DE LAS SALINAS,AZCAPOTZALCO,19.49046,-99.16026
PUEBLO SAN FRANCISCO TLALNEPANTLA,TLALPAN,19.20172,-99.13281
AMPLIACION SANTA CATARINA,NAN,19.32038,-98.96008
SANTA TERESA,TLALPAN,19.31057,-99.22492
VIEJO EJIDO SANTA URSULA COAPA,TLALPAN,19.30392,-99.13864
CULHUACAN CTM CANAL NACIONAL,IZTAPALAPA,19.32739,-99.10672
GALEANA,ALVARO OBREGON,19.3709,-99.22407
ROSARIO TLALI,XOCHIMILCO,19.22565,-99.10379
EL FRESNO,TLALPAN,19.27783,-99.18955
NATIVITAS,TLAHUAC,19.24847,-99.00969
CERRO DEL JUDIO - AV,LA MAGDALENA CONTRERAS,19.32099,-99.25057
AMPLIACION AVIACION CIVIL,IZTACALCO,19.4091,-99.07678
NATIVITAS,IZTACALCO,19.38196,-99.13443
VILLA SOLIDARIDAD,ALVARO OBREGON,19.3831,-99.21912
BARRIO LA LUPITA XOLCO,MILPA ALTA,19.18048,-99.00817
LOMAS ESTRELLA,XOCHIMILCO,19.31929,-99.09885
PLAZUELA DEL PEDREGAL,LA MAGDALENA CONTRERAS,19.30397,-99.23251
TLAXCALTENCO LA MESA,TLALPAN,19.27376,-99.18744
TLATILCO,MIGUEL HIDALGO,19.45661,-99.16481
CHICHICASPATL,LA MAGDALENA CONTRERAS,19.27563,-99.24348
EL ARBOL,ALVARO OBREGON,19.38036,-99.23602
ADOLFO LOPEZ MATEOS,IZTACALCO,19.41591,-99.07245
SAN PEDRO DE LOS PINOS,MIGUEL HIDALGO,19.39694,-99.18219
SAN JERONIMO LIDICE,ALVARO OBREGON,19.33085,-99.21059
BARRIO NINOS HEROES,XOCHIMILCO,19.25292,-99.04298
TEPANTITLAMILCO,TLAHUAC,19.22016,-98.97095
PROVIDENCIA,NAN,19.48954,-99.21642
JARDIN BALBUENA,IZTACALCO,19.4091,-99.09805
AHUATENCO,CUAJIMALPA DE MORELOS,19.36618,-99.30426
GUADALUPE INN,BENITO JUAREZ,19.36227,-99.18287
PUEBLO SANTIAGO AHUIZOTLA,NAN,19.4731,-99.21383
VILLA QUIETUD,TLALPAN,19.29982,-99.10489
ESTADO DE VERACRUZ,IZTAPALAPA,19.35059,-99.08856
OCOTILLOS DEL PUEBLO TETELPAN,ALVARO OBREGON,19.34071,-99.23735
RANCHO DEL CARMEN DEL PUEBLO SAN BARTOLO AMEYALCO,ALVARO OBREGON,19.33217,-99.25633
COOPERATIVA UNION OLIVOS,ALVARO OBREGON,19.3642,-99.24943
CAMPESTRE POTRERO,NAN,19.33167,-98.96793
VALLE VERDE,XOCHIMILCO,19.24453,-99.14353
CUAUHTEMOC,MIGUEL HIDALGO,19.43379,-99.17134
TLATILCO,CUAUHTEMOC,19.46185,-99.16043
BARRIO TULA,MILPA ALTA,19.20318,-99.05408
ALAMOS,IZTACALCO,19.40084,-99.1369
MODERNA,IZTACALCO,19.3925530018713,-99.1320693996773
LADERA,ALVARO OBREGON,19.38018820261,-99.2367285997644
PARQUE METROPOLITANO,GUSTAVO A. MADERO,19.5681430931096,-99.1317704166559
EL VERGEL,XOCHIMILCO,19.3058863433131,-99.0884405891047
REFORMA IZTACCIHUATL NORTE,BENITO JUAREZ,19.3869923982372,-99.1333319679588
CELOALLIOTLI,TLAHUAC,19.2925444114152,-99.0616977571603
INFONAVIT IZTACALCO,IZTAPALAPA,19.3802994968078,-99.1017813000104
BARRIO XALTIPAC,TLAHUAC,19.2263628948946,-98.993381800184
PUEBLO SANTA CECILIA TEPETLAPA,MILPA ALTA,19.2112473733707,-99.0948760861621
NAN,CDMX (INDETERMINADA),,
LA RAZA,CUAUHTEMOC,19.4638819176153,-99.1466134799769
JARDINES DEL PEDREGAL DE SAN ANGEL,TLALPAN,19.3029843084068,-99.1981072303301
SANTA FE CUAJIMALPA,ALVARO OBREGON,19.3658003116633,-99.2666034402981
ARENAL TEPEPAN,XOCHIMILCO,19.2812153686596,-99.141156037461
LOS PICOS,IZTACALCO,19.3802697639563,-99.1012470225864
PUEBLO SAN MIGUEL TOPILEJO,XOCHIMILCO,19.2097749494562,-99.1329157703441
TEOZOMA,TLAHUAC,19.3188095559494,-98.970259258948
CHICHILAULA,TLAHUAC,19.3154191231875,-98.9675607137634
AGRICOLA PANTITLAN,IZTAPALAPA,19.4005663962875,-99.0580635003438
BARRIO SAN JUAN Y GUADALUPE TICOMAN,NAN,19.5224892742863,-99.1264908847426
PEDREGAL DE SAN NICOLAS 3A SECCION,LA MAGDALENA CONTRERAS,19.2836094035812,-99.2426976019576
C T M ATZACOALCO,NAN,19.5117518689015,-99.1010814201657
PASEOS DE CHURUBUSCO,IZTACALCO,19.390359419404,-99.0885276798066
CULHUACAN CTM SECCION IX-B,XOCHIMILCO,19.3094892192024,-99.1000937439876
SANTA ANITA,VENUSTIANO CARRANZA,19.4046534567174,-99.1239264601579
IZTACCIHUATL,IZTACALCO,19.3904458625502,-99.1326002700637
BARRIO TECAXTITLA,TLAHUAC,19.2251676676844,-98.9960453892942
CULHUACAN CTM SECCION VIII,XOCHIMILCO,19.3187068777606,-99.0991231814483
SAN FRANCISCO CULHUACAN BARRIO DE SAN FRANCISCO,IZTAPALAPA,19.3356560645682,-99.1130082425499
LAS MESITAS,XOCHIMILCO,19.2435464723515,-99.0144150811164
PROGRESO TIZAPAN,LA MAGDALENA CONTRERAS,19.337311226539,-99.2094660365982
SAN LORENZO TLATENANGO,AZCAPOTZALCO,19.4679074618518,-99.1905739432696
NUEVA VALLEJO,AZCAPOTZALCO,19.5003606841008,-99.1561151802438
CHALMA DE GUADALUPE,NAN,19.54666844139,-99.154938928787
CUCHILLA DEL TESORO,NAN,19.45209960172,-99.0517413012079
PUEBLO TULYEHUALCO,XOCHIMILCO,19.2600442434046,-99.0167567881687
ARTES GRAFICAS,CUAUHTEMOC,19.4112262892985,-99.1276587284375
VIADUCTO PIEDAD,CUAUHTEMOC,19.4032755280519,-99.1298016600398
PUEBLO TIZAPAN,LA MAGDALENA CONTRERAS,19.33193193146,-99.2100781199057
REAL DEL MORAL,IZTACALCO,19.3906479625305,-99.0843825399988
VALLE GOMEZ,GUSTAVO A. MADERO,19.4596876374214,-99.1219977303374
MILITAR MARTE,BENITO JUAREZ,19.3798108241479,-99.1348792603784
LA CONCEPCION,TLALPAN,19.3017301958264,-99.2327689798314
TEPETONGO,CUAJIMALPA DE MORELOS,19.3733750359507,-99.2910459604454
VALLEJO PONIENTE,AZCAPOTZALCO,19.4662594983927,-99.14327845027
LA MALINCHE,VENUSTIANO CARRANZA,19.4526531483265,-99.10878450001
JAIME TORRES BODET,MILPA ALTA,19.2272184914183,-98.9974061599145
PUEBLO SAN MIGUEL AMANTLA,MIGUEL HIDALGO,19.4712481798302,-99.2067360901711
CUCHILLA AGRICOLA ORIENTAL,VENUSTIANO CARRANZA,19.4069845286586,-99.0810048598401
DEL CARMEN,IZTAPALAPA,19.3752209075797,-99.1359253203009
PUEBLO SAN BARTOLO AMEYALCO,CUAJIMALPA DE MORELOS,19.3421254970511,-99.2691806002907
CHURUBUSCO COUNTRY CLUB,IZTAPALAPA,19.3566330640853,-99.1356870695304
LA CRUZ,VENUSTIANO CARRANZA,19.4055768474624,-99.1157461703478
ESTRELLA CULHUACAN,COYOACAN,19.3318007437173,-99.1098419099066
PUEBLO SAN BERNABE OCOTEPEC,ALVARO OBREGON,19.3220062276153,-99.2588058102824
AGRICOLA ORIENTAL,VENUSTIANO CARRANZA,19.408309054244,-99.0771746601507
LA JOYA,VENUSTIANO CARRANZA,19.4527335461077,-99.1089457698511
AMPLIACION DEL GAS,CUAUHTEMOC,19.4639296262289,-99.1570776698864
SAN SALVADOR XOCHIMANCA,MIGUEL HIDALGO,19.4583886603233,-99.1761419202288
SAN JOSE ACULCO,IZTACALCO,19.3802498401968,-99.1011432597652
APATLACO,IZTACALCO,19.3818096883966,-99.1141109198634
VERGEL DE COYOACAN,COYOACAN,19.3031203684212,-99.1393724097594
LOMAS DE BEZARES,ALVARO OBREGON,19.3870742834889,-99.2439199997953
SAN GABRIEL,CUAJIMALPA DE MORELOS,19.3778677591616,-99.2588621400208
EL MIRADOR,TLALPAN,19.2995803057262,-99.1085256603238
LA PLANTA,TLAHUAC,19.2949769780206,-99.0621549897423
HIPODROMO,MIGUEL HIDALGO,19.4028836489695,-99.171013760339
SANTA FE CENTRO CIUDAD,CUAJIMALPA DE MORELOS,19.3646621471977,-99.2664581498064
SAN MIGUEL CHAPULTEPEC I SECCION,CUAUHTEMOC,19.4098221058814,-99.1831828502484
BOSQUE DE LAS LOMAS,CUAJIMALPA DE MORELOS,19.3950826008103,-99.2545111497307
AMPLIACION FUENTES DEL PEDREGAL,ALVARO OBREGON,19.3065404627849,-99.2103086096597
LA RAZA,GUSTAVO A. MADERO,19.4655329553434,-99.1430228897689
LAS MESITAS,TLAHUAC,19.2436372820194,-99.0142818895775
SAN MIGUEL CHAPULTEPEC II SECCION,CUAUHTEMOC,19.4114611439858,-99.1821509603887
EL ARENAL,XOCHIMILCO,19.2311953837387,-99.1259006095441
AMPLIACION SIMON BOLIVAR,GUSTAVO A. MADERO,19.4499186201961,-99.1012094896932
AGRICOLA ORIENTAL,IZTAPALAPA,19.3910417573932,-99.0809140203012
NICOLAS BRAVO,CUAUHTEMOC,19.4523374456243,-99.124700640275
PUEBLO SAN SALVADOR CUAUHTENCO,XOCHIMILCO,19.1990306456971,-99.1047477700872
NARCISO MENDOZA,XOCHIMILCO,19.284853342322,-99.1263276598783
VALLEJO,CUAUHTEMOC,19.4624746125737,-99.1292148798191
EL TRIANGULO,TLAHUAC,19.2844062675947,-99.0216547298259
VALLE DE TEPEPAN,XOCHIMILCO,19.2693419321125,-99.1429008503553
PLENITUD,MIGUEL HIDALGO,19.4733405031008,-99.2009675496458
HEROES DE PADIERNA,ALVARO OBREGON,19.3121220399949,-99.2198453804053
RINCON DEL PEDREGAL,LA MAGDALENA CONTRERAS,19.3111010405003,-99.2208619403724
EL TRIUNFO,IZTACALCO,19.379717619047,-99.1225970702095
AMPL. ASTURIAS,VENUSTIANO CARRANZA,19.4073409302819,-99.1263060299722
LINDAVISTA VALLEJO 1A SECCION,AZCAPOTZALCO,19.5026972039337,-99.1570065895407
CERRILLOS SEGUNDA SECCION,TLAHUAC,19.2449296167541,-99.0133501601457
DEL MAR,IZTAPALAPA,19.2909158055167,-99.0631898703158
MIXCOAC,ALVARO OBREGON,19.3710553972275,-99.1916987299298
JARDINES DEL PEDREGAL,COYOACAN,19.3332395523727,-99.1998994698075
LEYES DE REFORMA 3A SECCION,IZTACALCO,19.3829002112724,-99.0626554199888
SANTA FE LA LOMA,CUAJIMALPA DE MORELOS,19.3616490532184,-99.2620003200627
OBSERVATORIO,ALVARO OBREGON,19.4035761216599,-99.1937018902936
ARPTO INT DE LA CD DE MEX-EQUIPAMIENTO,GUSTAVO A. MADERO,19.4457026658798,-99.0646889801565
PAULINO NAVARRO,VENUSTIANO CARRANZA,19.4134378915423,-99.1281544803823
SAN JUAN DE ARAGON I SECCION,VENUSTIANO CARRANZA,19.4502307820391,-99.0915528802094
COVE,MIGUEL HIDALGO,19.402662980793,-99.198939050047
PUEBLO SAN LORENZO HUIPULCO,COYOACAN,19.301240153936,-99.147459050095
LOMAS ALTAS,ALVARO OBREGON,19.391501505853,-99.2389739999704
TORIELLO GUERRA,COYOACAN,19.2968406009112,-99.1566508100225
PUEBLA,IZTACALCO,19.4087957638151,-99.0771155699715
BARRIO SANTA APOLONIA,MIGUEL HIDALGO,19.4704368060199,-99.1904631304445
ESCANDON II SECCION,CUAUHTEMOC,19.399864388427,-99.1703331501993
LOS OLIVOS,IZTAPALAPA,19.3046833741277,-99.0604648596886
MAGISTERIAL COAPA,XOCHIMILCO,19.2895633973312,-99.1145329896687
LAS CRUCES,ALVARO OBREGON,19.3223978409948,-99.258097710308
CUCHILLA DEL MORAL,IZTACALCO,19.3869555518631,-99.0730144897542
GRANJAS COAPA,XOCHIMILCO,19.2990794140021,-99.1009712196286
BARRIO OXTOPULCO UNIVERSIDAD,ALVARO OBREGON,19.3436244832464,-99.1843187103075
LOS GIRASOLES,TLALPAN,19.3044734186739,-99.125858809944
LORENZO BOTURINI,CUAUHTEMOC,19.4160185628511,-99.1278203104547
PUEBLO SAN FRANCISCO XOCOTITLA,GUSTAVO A. MADERO,19.4672928967785,-99.1436625998196
CENTRAL DE ABASTO,IZTACALCO,19.3839048728461,-99.0928974900442
COOPERATIVA PALO ALTO,MIGUEL HIDALGO,19.3864829901207,-99.2477549303572
GRANJAS CABRERA,IZTAPALAPA,19.2968346572863,-99.0626095301844
16 DE SEPTIEMBRE,ALVARO OBREGON,19.3999532687512,-99.2118966596956
RINCONADA COAPA,TLALPAN,19.2942816740288,-99.1034276801975
DEL CARMEN,ALVARO OBREGON,19.3561278836734,-99.1735660196614
SAN RAFAEL,MIGUEL HIDALGO,19.4381557628882,-99.1684911600016
PUEBLO SANTA MARIA TOMATLAN,COYOACAN,19.3219011756334,-99.099939059538
PERALVILLO,GUSTAVO A. MADERO,19.4637854125431,-99.1314182100029
SANTA CRUZ DE LAS SALINAS,GUSTAVO A. MADERO,19.4886913518823,-99.1517597396367
VALLE DEL SUR,COYOACAN,19.3466927570799,-99.11770641992
DR ALFONSO ORTIZ TIRADO,IZTACALCO,19.3899759517302,-99.0788597902749
ASTURIAS,IZTACALCO,19.4031126279585,-99.1313535499782
SANTA FE PENA BLANCA,CUAJIMALPA DE MORELOS,19.3676173829146,-99.2667597604506
HIDALGO,MIGUEL HIDALGO,19.4006998336158,-99.2087976696567
PIEDAD NARVARTE,CUAUHTEMOC,19.4026119391912,-99.1616465399159
XOCO,ALVARO OBREGON,19.3595682676945,-99.1717061303225
XOCO,COYOACAN,19.358590886416,-99.1692023695773
PORVENIR,GUSTAVO A. MADERO,19.4727573602205,-99.1457526703068
CERRO LOS GACHUPINES,GUSTAVO A. MADERO,19.4896526853565,-99.1145164896738
ARENAL 4A. SECCION,NAN,19.4359909367544,-99.0498996449416
OLIMPICA,TLALPAN,19.3019367281314,-99.1669880664688
LAS HUERTAS,TLALPAN,19.2944016954759,-99.2361962424475
BUENOS AIRES,BENITO JUAREZ,19.4040404648704,-99.149818259344
SAN BARTOLO AMEYALCO,ALVARO OBREGON,19.328269227067,-99.2430919094509
ERMITA ZARAGOZA,NAN,19.3592618093684,-98.9938660863954
C T M ARAGON,NAN,19.4532327616514,-99.0521948744811
GRANJAS NAVIDAD,NAN,19.3769303753554,-99.2861088592083
EL ROSARIO,NAN,19.5133702723143,-99.1986521535414
JUAN GONZALEZ ROMERO,NAN,19.5093329683318,-99.0894363291824
AHUATENCO,NAN,19.3697913209925,-99.2998588618045
JUAN ESCUTIA,NAN,19.4005708010716,-99.0576710502458
ARPTO INT DE LA CD DE MEX-EQUIPAMIENTO,NAN,19.4502028278283,-99.0504775526535
LA CONCHITA ZAPOTITLAN,XOCHIMILCO,19.2719139259694,-99.0380913454717
POLVORILLA,TLAHUAC,19.3144085189508,-99.0417806646309
CONDESA,MIGUEL HIDALGO,19.419400923564,-99.1776113649396
ARENAL 2A. SECCION,NAN,19.4246645585284,-99.0549448042263
TRANSITO,VENUSTIANO CARRANZA,19.417003538473,-99.1276645841276
PUEBLO SAN NICOLAS TOTOLAPAN,TLALPAN,19.2866733585405,-99.2409478612502
BELISARIO DOMINGUEZ,COYOACAN,19.3061380767084,-99.1365918332014
ALAMOS,CUAUHTEMOC,19.403294210923,-99.1369478389237
EJIDO SAN MATEO,CUAJIMALPA DE MORELOS,19.3473651328055,-99.2621937044046
FUENTES DEL PEDREGAL,LA MAGDALENA CONTRERAS,19.3010044109722,-99.2328937628816
SANTA MARIA INSURGENTES,AZCAPOTZALCO,19.46327062664,-99.153393942829
NUEVA ATZACOALCO,NAN,19.505764786853,-99.0813265723753
PEDREGAL DE SAN NICOLAS 2A SECCION,LA MAGDALENA CONTRERAS,19.2889772183928,-99.2424096170059
TLALPEXCO,NAN,19.5426357826919,-99.1251807797144
LOMAS DE CHAPULTEPEC VIII SECCION,NAN,19.4268094525852,-99.2227354909671
SANTA FE,CUAJIMALPA DE MORELOS,19.3623161048064,-99.2633427550074
COLTONGO,GUSTAVO A. MADERO,19.4852715716486,-99.1504769044846
PEDREGAL DE CARRASCO,TLALPAN,19.3029375634,-99.1743557906
MILITAR MARTE,IZTAPALAPA,19.3824397520449,-99.122475640363
C T M EL RISCO,NAN,19.51066404,-99.0930255715
PANTEON CIVIL DE DOLORES,ALVARO OBREGON,19.398146477,-99.2165897942
SIMON BOLIVAR,GUSTAVO A. MADERO,19.451348936792,-99.0959491802096
PRO HOGAR,GUSTAVO A. MADERO,19.4756523531,-99.1468227673
SANTA CECILIA,TLALPAN,19.3009747436,-99.1149689857
NAN,IZTACALCO,19.4220721759988,-99.0558537802265
AMERICA,ALVARO OBREGON,19.4014958126,-99.2025304021
ACTIPAN,ALVARO OBREGON,19.3651196180327,-99.1777417697172
EL PRADO,BENITO JUAREZ,19.3583562054,-99.1396557766
ESCANDON II SECCION,BENITO JUAREZ,19.399129828,-99.1725953381
TACUBAYA,ALVARO OBREGON,19.4015003157,-99.1923289943
CAMPAMENTO 2 DE OCTUBRE,IZTAPALAPA,19.3823786069,-99.1216429822
COPILCO EL BAJO,ALVARO OBREGON,19.338590616403,-99.1903178401749
PORTALES ORIENTE,IZTAPALAPA,19.3671313187435,-99.1377206102962
RESIDENCIAL VILLA COAPA,XOCHIMILCO,19.2869765956,-99.1205833229
SAN JOSE INSURGENTES,ALVARO OBREGON,19.3630136940814,-99.1891336797159
NUEVA SANTA MARIA,MIGUEL HIDALGO,19.456832566014,-99.1662005001802
SANTA MARTHA ACATITLA NORTE,NAN,19.3804490811,-99.0141973802
BARRIO SANTA CATARINA,ALVARO OBREGON,19.3511254316702,-99.1783248300487
TACUBAYA,CUAUHTEMOC,19.4077704335,-99.1841338118
GRANJAS ESMERALDA,COYOACAN,19.3507206529436,-99.1203559897594
BANJIDAL,BENITO JUAREZ,19.3605203857017,-99.1391800701036
SAN GABRIEL,MIGUEL HIDALGO,19.3871138754,-99.2461909717
7 DE NOVIEMBRE,VENUSTIANO CARRANZA,19.4552442234,-99.1136788162
REFORMA IZTACCIHUATL SUR,BENITO JUAREZ,19.3787535031,-99.1351299591
ARGENTINA PONIENTE,NAN,19.4582364773,-99.2144130234
CUCHILLA LA JOYA,VENUSTIANO CARRANZA,19.4539962902939,-99.1121049402321
SANTA FE TLAYAPACA,CUAJIMALPA DE MORELOS,19.3579532116,-99.2605156544
DANIEL GARZA,ALVARO OBREGON,19.4020326513355,-99.2005014004365
ESCANDON I SECCION,CUAUHTEMOC,19.4067461667,-99.1809891462
BARRIO SAN ANTONIO CULHUACAN,COYOACAN,19.3395254279,-99.1142647113
ERMITA,COYOACAN,19.3570696037,-99.1415013881
SAN SEBASTIAN DEL PUEBLO SAN PEDRO TLAHUAC,XOCHIMILCO,19.2556860274777,-99.0112705499859
SAN MIGUEL TEOTONGO SECC PUENTE,NAN,19.3508919704,-98.9866930161
ERMITA,IZTAPALAPA,19.359536777391,-99.139399910235
SAN JUAN DE ARAGON III SECCION,VENUSTIANO CARRANZA,19.4493007492,-99.0767930805
EX EJIDO DE  SANTA URSULA COAPA,TLALPAN,19.3066507694,-99.1309250451
LOMAS DE VISTA HERMOSA,ALVARO OBREGON,19.3733745428,-99.2679470842
ALGARIN,BENITO JUAREZ,19.4036142931123,-99.1400482997582
PUEBLO SAN ANDRES TOMATLAN,COYOACAN,19.3251093055608,-99.1045114996788
CULHUACAN CTM SECCION VIII,IZTAPALAPA,19.3215957387594,-99.0996936302654
JAMAICA,CUAUHTEMOC,19.4046566059211,-99.1257622201307
CHIMALISTAC,COYOACAN,19.3404013483608,-99.188222590029
ANGEL ZIMBRON,MIGUEL HIDALGO,19.4642888116705,-99.1895719896339
5TO TRAMO 20 DE NOVIEMBRE,GUSTAVO A. MADERO,19.4523381917594,-99.1079225003262
PURISIMA ATLAZOLPA,IZTACALCO,19.3808796901152,-99.1068979721052
INSURGENTES CUICUILCO,TLALPAN,19.302314145764,-99.1910438047736
LOMAS DE SANTA FE,MIGUEL HIDALGO,19.3887432837645,-99.2400895115393
DEGOLLADO-MEXICATLALLI,TLAHUAC,19.315134219834,-99.0401283299999
